Year,LocationAbbr,LocationDesc,Question,DataValue,StratificationCategory1,Stratification1,GeoLocation
2016,RI,Rhode Island,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Gender,Female,"(41.70828019300046, -71.52247031399963)"
2015,CT,Connecticut,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Overall,Overall,"(41.56266102000046, -72.64984095199964)"
2015,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Gender,Female,"(44.56744942400047, -120.15503132599969)"
2015,SD,South Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Overall,Overall,"(44.353130053000484, -100.3735306369997)"
2012,ID,Idaho,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Gender,Male,"(43.682630005000476, -114.3637300419997)"
2012,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Overall,Overall,"(40.13057004800049, -74.27369128799967)"
2011,CT,Connecticut,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Overall,Overall,"(41.56266102000046, -72.64984095199964)"
2011,DC,District of Columbia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Gender,Male,"(38.907192, -77.036871)"
2011,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Overall,Overall,"(44.56744942400047, -120.15503132599969)"
2014,AZ,Arizona,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Gender,Female,"(34.865970280000454, -111.76381127699972)"
2014,WY,Wyoming,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Gender,Male,"(43.23554134300048, -108.10983035299967)"
2013,IA,Iowa,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Gender,Male,"(42.46940091300047, -93.81649055599968)"
2013,IA,Iowa,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Overall,Overall,"(42.46940091300047, -93.81649055599968)"
2013,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Gender,Female,"(38.34774030000045, -98.20078122699965)"
2013,RI,Rhode Island,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Overall,Overall,"(41.70828019300046, -71.52247031399963)"
2016,MA,Massachusetts,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Overall,Overall,"(42.27687047000046, -72.08269067499964)"
2016,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Overall,Overall,"(40.13057004800049, -74.27369128799967)"
2016,MN,Minnesota,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Gender,Male,"(46.35564873600049, -94.79420050299967)"
2016,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Gender,Female,"(44.56744942400047, -120.15503132599969)"
2015,VT,Vermont,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Gender,Male,"(43.62538123900049, -72.51764079099962)"
2012,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Gender,Female,"(37.63864012300047, -120.99999953799971)"
2012,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Gender,Female,
2011,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Gender,Male,"(37.63864012300047, -120.99999953799971)"
2014,CT,Connecticut,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Overall,Overall,"(41.56266102000046, -72.64984095199964)"
2014,NE,Nebraska,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Overall,Overall,"(41.6410409880005, -99.36572062299967)"
2014,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Gender,Female,"(40.13057004800049, -74.27369128799967)"
2014,WI,Wisconsin,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Gender,Male,"(44.39319117400049, -89.81637074199966)"
2013,CT,Connecticut,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Gender,Male,"(41.56266102000046, -72.64984095199964)"
2013,NE,Nebraska,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Overall,Overall,"(41.6410409880005, -99.36572062299967)"
2013,NH,New Hampshire,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Overall,Overall,"(43.65595011300047, -71.50036091999965)"
2013,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Overall,Overall,"(40.13057004800049, -74.27369128799967)"
2013,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Overall,Overall,"(44.56744942400047, -120.15503132599969)"
2013,SD,South Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Gender,Female,"(44.353130053000484, -100.3735306369997)"
2016,IA,Iowa,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Gender,Male,"(42.46940091300047, -93.81649055599968)"
2016,GU,Guam,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Gender,Male,"(13.444304, 144.793731)"
2016,DC,District of Columbia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Gender,Female,"(38.907192, -77.036871)"
2016,WA,Washington,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Gender,Female,"(47.52227862900048, -120.47001078999972)"
2015,IL,Illinois,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Gender,Female,"(40.48501028300046, -88.99771017799969)"
2015,NY,New York,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Gender,Female,"(42.82700103200045, -75.54397042699964)"
2012,CT,Connecticut,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Overall,Overall,"(41.56266102000046, -72.64984095199964)"
2012,GU,Guam,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Gender,Male,"(13.444304, 144.793731)"
2012,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Gender,Female,"(38.34774030000045, -98.20078122699965)"
2012,NH,New Hampshire,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Overall,Overall,"(43.65595011300047, -71.50036091999965)"
2012,WY,Wyoming,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Overall,Overall,"(43.23554134300048, -108.10983035299967)"
2011,DC,District of Columbia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Overall,Overall,"(38.907192, -77.036871)"
2011,GU,Guam,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Gender,Male,"(13.444304, 144.793731)"
2011,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Gender,Female,"(38.34774030000045, -98.20078122699965)"
2011,NV,Nevada,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Gender,Female,"(39.493240390000494, -117.07184056399967)"
2014,CT,Connecticut,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Gender,Female,"(41.56266102000046, -72.64984095199964)"
2014,NH,New Hampshire,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Overall,Overall,"(43.65595011300047, -71.50036091999965)"
2014,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Gender,Female,"(44.56744942400047, -120.15503132599969)"
2014,SD,South Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Overall,Overall,"(44.353130053000484, -100.3735306369997)"
2013,SD,South Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Overall,Overall,"(44.353130053000484, -100.3735306369997)"
2013,WA,Washington,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Gender,Male,"(47.52227862900048, -120.47001078999972)"
2016,NH,New Hampshire,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Overall,Overall,"(43.65595011300047, -71.50036091999965)"
2016,ID,Idaho,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Gender,Female,"(43.682630005000476, -114.3637300419997)"
2015,NE,Nebraska,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Gender,Male,"(41.6410409880005, -99.36572062299967)"
2015,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Overall,Overall,"(40.13057004800049, -74.27369128799967)"
2015,RI,Rhode Island,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Overall,Overall,"(41.70828019300046, -71.52247031399963)"
2015,WA,Washington,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Gender,Male,"(47.52227862900048, -120.47001078999972)"
2015,WI,Wisconsin,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Gender,Male,"(44.39319117400049, -89.81637074199966)"
2012,IA,Iowa,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Gender,Female,"(42.46940091300047, -93.81649055599968)"
2012,ND,North Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Gender,Male,"(47.47531977900047, -100.11842104899966)"
2012,NV,Nevada,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Gender,Male,"(39.493240390000494, -117.07184056399967)"
2011,AZ,Arizona,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Gender,Female,"(34.865970280000454, -111.76381127699972)"
2011,DC,District of Columbia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Gender,Female,"(38.907192, -77.036871)"
2011,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Gender,Female,
2014,MT,Montana,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Gender,Male,"(47.06652897200047, -109.42442064499971)"
2014,NV,Nevada,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Gender,Female,"(39.493240390000494, -117.07184056399967)"
2014,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Overall,Overall,"(44.56744942400047, -120.15503132599969)"
2014,WI,Wisconsin,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Overall,Overall,"(44.39319117400049, -89.81637074199966)"
2013,MA,Massachusetts,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Gender,Male,"(42.27687047000046, -72.08269067499964)"
2013,MO,Missouri,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Gender,Male,"(38.635790776000476, -92.56630005299968)"
2013,SD,South Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Gender,Male,"(44.353130053000484, -100.3735306369997)"
2016,ID,Idaho,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Overall,Overall,"(43.682630005000476, -114.3637300419997)"
2016,VT,Vermont,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Gender,Male,"(43.62538123900049, -72.51764079099962)"
2016,NE,Nebraska,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Gender,Female,"(41.6410409880005, -99.36572062299967)"
2015,MA,Massachusetts,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Overall,Overall,"(42.27687047000046, -72.08269067499964)"
2015,ND,North Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Gender,Female,"(47.47531977900047, -100.11842104899966)"
2012,MA,Massachusetts,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Gender,Male,"(42.27687047000046, -72.08269067499964)"
2012,NV,Nevada,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Overall,Overall,"(39.493240390000494, -117.07184056399967)"
2012,WA,Washington,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Gender,Female,"(47.52227862900048, -120.47001078999972)"
2011,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Overall,Overall,"(37.63864012300047, -120.99999953799971)"
2011,WA,Washington,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Overall,Overall,"(47.52227862900048, -120.47001078999972)"
2011,WI,Wisconsin,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Gender,Female,"(44.39319117400049, -89.81637074199966)"
2014,DC,District of Columbia,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Gender,Female,"(38.907192, -77.036871)"
2014,WA,Washington,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Overall,Overall,"(47.52227862900048, -120.47001078999972)"
2013,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Gender,Female,"(45.254228894000505, -68.98503133599962)"
2013,ND,North Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Overall,Overall,"(47.47531977900047, -100.11842104899966)"
2016,NE,Nebraska,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Overall,Overall,"(41.6410409880005, -99.36572062299967)"
2016,ID,Idaho,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Gender,Male,"(43.682630005000476, -114.3637300419997)"
2016,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Gender,Female,"(38.34774030000045, -98.20078122699965)"
2016,MA,Massachusetts,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Gender,Female,"(42.27687047000046, -72.08269067499964)"
2015,DC,District of Columbia,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Gender,Female,"(38.907192, -77.036871)"
2015,IA,Iowa,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Overall,Overall,"(42.46940091300047, -93.81649055599968)"
2015,NE,Nebraska,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Overall,Overall,"(41.6410409880005, -99.36572062299967)"
2015,NV,Nevada,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Gender,Female,"(39.493240390000494, -117.07184056399967)"
2012,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Gender,Female,"(40.13057004800049, -74.27369128799967)"
2012,NV,Nevada,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Gender,Female,"(39.493240390000494, -117.07184056399967)"
2012,NY,New York,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Gender,Female,"(42.82700103200045, -75.54397042699964)"
2012,WA,Washington,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Overall,Overall,"(47.52227862900048, -120.47001078999972)"
2011,CT,Connecticut,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Gender,Female,"(41.56266102000046, -72.64984095199964)"
2011,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Gender,Female,"(45.254228894000505, -68.98503133599962)"
2011,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Overall,Overall,"(40.13057004800049, -74.27369128799967)"
2011,PA,Pennsylvania,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Gender,Female,"(40.79373015200048, -77.86070029399963)"
2014,IA,Iowa,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Gender,Female,"(42.46940091300047, -93.81649055599968)"
2014,MN,Minnesota,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Gender,Male,"(46.35564873600049, -94.79420050299967)"
2014,MT,Montana,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Overall,Overall,"(47.06652897200047, -109.42442064499971)"
2014,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Gender,Male,"(44.56744942400047, -120.15503132599969)"
2016,NE,Nebraska,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,Gender,Male,"(41.6410409880005, -99.36572062299967)"
2015,HI,Hawaii,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,Gender,Male,"(21.304850435000446, -157.85774940299973)"
2015,ID,Idaho,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,Gender,Female,"(43.682630005000476, -114.3637300419997)"
2015,ND,North Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,Overall,Overall,"(47.47531977900047, -100.11842104899966)"
2015,NH,New Hampshire,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,Gender,Male,"(43.65595011300047, -71.50036091999965)"
2012,WA,Washington,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,Gender,Male,"(47.52227862900048, -120.47001078999972)"
2011,ND,North Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,Gender,Male,"(47.47531977900047, -100.11842104899966)"
2011,NH,New Hampshire,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,Overall,Overall,"(43.65595011300047, -71.50036091999965)"
2011,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,Gender,Female,"(44.56744942400047, -120.15503132599969)"
2011,RI,Rhode Island,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,Gender,Female,"(41.70828019300046, -71.52247031399963)"
2014,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,Gender,Female,"(45.254228894000505, -68.98503133599962)"
2014,VT,Vermont,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,Gender,Male,"(43.62538123900049, -72.51764079099962)"
